Computation Time (s),Average Daily Temperature Variation (°C),Average Daily Energy Consumption (kWh),Average Daily Reward
4.4488067626953125,2.800048245324029,301691.7142868042,[-6.3123975]
4.3764808177948,2.9585434794425964,296318.95637512207,[-6.609329]
4.2959020137786865,3.8809849553638034,282071.24519348145,[-8.365741]
4.1804420948028564,3.8578454587194653,290878.1452178955,[-8.342227]
4.206836938858032,4.461199912759993,276333.02783966064,[-9.469375]
4.251049041748047,3.812982181708018,289086.67850494385,[-8.210418]
4.298060894012451,2.9610294037395053,294586.0195159912,[-6.5979195]
4.3116819858551025,3.8637990289264255,276644.1411972046,[-8.299354]
4.485871315002441,3.5387480391396418,286506.04152679443,[-7.728077]
4.512305021286011,3.6224359273910522,422993.76678466797,[-8.396369]
4.396636009216309,2.962244325213962,362073.0400085449,[-6.873991]
4.275532960891724,2.6647816631529064,358509.32121276855,[-6.368426]
4.295774936676025,2.7624511652522616,357575.1962661743,[-6.541736]
4.341665029525757,2.665128661526574,381145.8168029785,[-6.279455]
